timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,IdleTime,Connect
1677342097103,10196,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-88,text,false,,2685,0,429,429,https://reqres.in/api/users/register,,0,0,10196
1677342097062,10237,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-86,text,false,,2685,0,429,429,https://reqres.in/api/users/register,,0,0,10237
1677342097082,10218,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-87,text,false,,2685,0,429,429,https://reqres.in/api/users/register,,0,0,10217
1677342097142,10158,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-90,text,false,,2685,0,429,429,https://reqres.in/api/users/register,,0,0,10158
1677342097183,10120,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-92,text,false,,2685,0,425,425,https://reqres.in/api/users/register,,0,0,10120
1677342097244,10424,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-95,text,false,,2685,0,424,424,https://reqres.in/api/users/register,,0,0,10424
1677342096662,11140,HTTP Request,201,Created,Reqres_Swagger 1-66,text,true,,715,259,423,423,https://reqres.in/api/users/register,,11140,0,8636
1677342096383,11420,HTTP Request,201,Created,Reqres_Swagger 1-52,text,true,,714,259,422,422,https://reqres.in/api/users/register,,11420,0,8965
1677342096402,11402,HTTP Request,201,Created,Reqres_Swagger 1-53,text,true,,709,259,421,421,https://reqres.in/api/users/register,,11402,0,9005
1677342096703,11102,HTTP Request,201,Created,Reqres_Swagger 1-68,text,true,,711,259,420,420,https://reqres.in/api/users/register,,11102,0,8932
1677342096683,11299,HTTP Request,201,Created,Reqres_Swagger 1-67,text,true,,713,259,419,419,https://reqres.in/api/users/register,,11299,0,8952
1677342096722,11427,HTTP Request,201,Created,Reqres_Swagger 1-69,text,true,,709,259,418,418,https://reqres.in/api/users/register,,11427,0,9002
1677342096783,11371,HTTP Request,201,Created,Reqres_Swagger 1-72,text,true,,715,259,417,417,https://reqres.in/api/users/register,,11371,0,8946
1677342096742,11419,HTTP Request,201,Created,Reqres_Swagger 1-70,text,true,,709,259,416,416,https://reqres.in/api/users/register,,11419,0,8987
1677342096763,11399,HTTP Request,201,Created,Reqres_Swagger 1-71,text,true,,711,259,415,415,https://reqres.in/api/users/register,,11399,0,8966
